bp	annual_hunting_mortality
3931	0.046909
3930	0.046909
3929	0.046909
3928	0.046909
3927	0.046909
3926	0.046909
3925	0.046909
3924	0.046909
3923	0.046909
3922	0.046909
3921	0.046909
3920	0.046909
3919	0.046909
3918	0.046909
3917	0.046909
3916	0.046909
3915	0.046909
3914	0.046909
3913	0.046909
3912	0.046909
3911	0.046909
3910	0.046909
3909	0.046909
3908	0.046909
3907	0.046909
3906	0.046909
3905	0.046909
3904	0.046909
3903	0.046909
3902	0.046909
3901	0.046909
3900	0.046909
3899	0.046909
3898	0.046909
3897	0.046909
3896	0.046909
3895	0.046909
3894	0.046909
3893	0.046909
3892	0.046909
3891	0.046909
3890	0.046909
3889	0.046909
3888	0.046909
3887	0.046909
3886	0.046909
3885	0.046909
3884	0.046909
3883	0.046909
3882	0.046909
3881	0.046909
3880	0.046909
3879	0.046909
3878	0.046909
3877	0.046909
3876	0.046909
3875	0.046909
3874	0.046909
3873	0.046909
3872	0.046909
3871	0.046909
3870	0.046909
3869	0.046909
3868	0.046909
3867	0.046909
3866	0.046909
3865	0.046909
3864	0.046909
3863	0.046909
3862	0.046909
3861	0.046909
3860	0.046909
3859	0.046909
3858	0.046909
3857	0.046909
3856	0.046909
3855	0.046909
3854	0.046909
3853	0.046909
3852	0.046909
3851	0.046909
3850	0.046909
3849	0.046909
3848	0.046909
3847	0.046909
3846	0.046909
3845	0.046909
3844	0.046909
3843	0.046909
3842	0.046909
3841	0.046909
3840	0.046909
3839	0.046909
3838	0.046909
3837	0.046909
3836	0.046909
3835	0.046909
3834	0.046909
3833	0.046909
3832	0.046909
3831	0.046909
3830	0.046909
3829	0.046909
3828	0.046909
3827	0.046909
3826	0.046909
3825	0.046909
3824	0.046909
3823	0.046909
3822	0.046909
3821	0.046909
3820	0.046909
3819	0.046909
3818	0.046909
3817	0.046909
3816	0.046909
3815	0.046909
3814	0.046909
3813	0.046909
3812	0.046909
3811	0.046909
3810	0.046909
3809	0.046909
3808	0.046909
3807	0.046909
3806	0.046909
3805	0.046909
3804	0.046909
3803	0.046909
3802	0.046909
3801	0.046909
3800	0.046909
3799	0.046909
3798	0.046909
3797	0.046909
3796	0.046909
3795	0.046909
3794	0.046909
3793	0.046909
3792	0.046909
3791	0.046909
3790	0.046909
3789	0.046909
3788	0.046909
3787	0.046909
3786	0.046909
3785	0.046909
3784	0.046909
3783	0.046909
3782	0.046909
3781	0.046909
3780	0.046909
3779	0.046909
3778	0.046909
3777	0.046909
3776	0.046909
3775	0.046909
3774	0.046909
3773	0.046909
3772	0.046909
3771	0.046909
3770	0.046909
3769	0.046909
3768	0.046909
3767	0.046909
3766	0.046909
3765	0.046909
3764	0.046909
3763	0.046909
